id,operator
9154,Lucas Siedenkamp
9155,Antonio Coronati
9156,Christian  Berg
9157,Andreas  Stocklöw
9158,Dietmar Gödert
9159,Tiernahrung Bartenwerfer
9160,Carina  Merkler
9161,Lars Palleit
9162,Flair Hotel Alter Posthof
9163,REWE-Center Jürgen Hundertmark GmbH & Co.KG
9164,Weitblick Ferienwohnungen
9165,Enjoyhotel Zur Krone 2
9166,Rehl Viktor
9167,Rehl Verwaltungs GmbH
9168,Nikolai Mildenberger
9169,Waldemar Leichner
9170,Melanie Müller
9171,Löhr Automobile Andernach
9172,Karst IT GmbH
9173,MOSEN & LÖHNDORF GmbH & Co. KG
9174,Winfried Müller Elektrodienst GmbH
9175,Ortsgemeinde Kretz
9176,Kevin Zorn
9177,MHT Industrietechnische Produkte GmbH
9178,Scherer GmbH & Co KG
9179,"Höpner - Imkerei, Ferienhaus und mehr"
9180,Ronny Ristow
9181,T&P Volumentransporte GmbH
9182,Christian Groesser
9183,Markus Schönwald
9184,Dieter Erlenwein
9185,Stefan Sieloff
9186,New Generation Energy UG (haftungsbeschränkt)
9187,EMPUR GmbH
9188,Christa Werheit
9189,IMS-Engineers - Einzelunternehmen
9190,Autohaus Spies GmbH & Co. KG
9191,Chris Marquardt
9192,Edeka Fellenzer
9193,Stadtwerke Neuwied GmbH
9194,Tardis GmbH & Co. KG
9195,Tennis Club Neuwied e.V.
9196,Jutta Zühlsdorf
9197,Wolfgang Dreier
9198,Tennis-Club-Neuwied
9199,Thomas Breuer Grundstücksverwaltung Weißer Berg
9200,Haustechnik Tisch GmbH
9201,Meffert
9202,Heinz-Otto Zantop (Ortsgemeinde Anhausen)
9203,Hotel-Pension Hubertus
9204,Ladestation Pension Hubertus
9205,Irina Pfaff
9206,Nico Maschinger
9207,Gunther Lämmermann
9208,Felix Schleiter
9209,Tobias Weirauch
9210,Igor Güntner
9211,Valentin Pleitz GmbH & Co. KG
9212,Autohaus Weirich GmbH
9213,Frank Koblitz
9214,Gutenberger e.K.
9215,Tim Böhm
9216,BOGAMA Einzelunternehmung
9217,Ah Gras - ED Tankstelle
9218,Arthur Zweigardt
9219,Axel Pulcher
9220,"E-Charge Geierlay (Freiberufler, Färber Ingenieurbüro)"
9221,Carlo Patzer
9222,TLW
9223,Benjamin Bast
9224,Alexander Hamm
9225,Gustav Woelk
9226,Verbandsgemeindeverwaltung Nastätten
9227,Ortsgemeinde Miehlen
9228,Elektrotechnik Hermes e.K.
9229,Jörg Bremser
9230,Gemeinde Strüth Kommune
9231,Hotel Berghof
9232,Stadt Katzenelnbogen
9233,Autohaus Wöll e.K.
9234,Auto Weber
9235,Mario Peter
9236,Petru-Laurentiu Lupu
9237,Tilo Büchner GbR
9238,Thomas Diehl Einzelpersonenunternehmen
9239,Andreas Pohl
9240,Thomas Hatzmann
9241,Tom Wiederstein
9242,Stadtwerke Schifferstadt
9243,Bozena  Stangret
9244,Holger Härtel
9245,Gunther Wolf
9246,Autohaus Henzel Mutterstadt GmbH
9247,Stadtwerke Karlsruhe GmbH
9248,BES- Badische Energie-Servicegesellschaft mbH
9249,Christof Stanger
9250,Rau GmbH & Co. KG
9251,Schneider Immobilie
9252,Gebrüder Avdili & Avdyli
9253,Ingo Schmelzer
9254,Autohaus Groh GmbH & Co.KG
9255,Holzbau Kraushaar
9256,Autohaus Groh GmbH & Co. KG
9257,Markus Schmidt
9258,Günther Vogel
9259,Holger Köchel
9260,Handwerker 2.o GmbH & Co.KG
9261,Gemeinde- und Verbandsgemeindewerke Dudenhofen
9262,Christian Valtin
9263,Autohaus Klein GmbH & Co. KG
9264,Hotel Goldenes Lamm GmbH
9265,Eugen Hufnagel GmbH & Co. KG
9266,Claus Peter Spiegel
9267,Rolf Stoner
9268,Moll Heizung Sanitär
9269,sucon UG (haftungsbeschränkt)
9270,Verbandsgemeinde Edenkoben
9271,Wohlfühlhotel Alte Rebschule Hafen&Schäfer GbR
9272,Stadtwerke Annweiler am Trifels
9273,Gemeindewerke Herxheim (Eigenbetrieb)
9274,Betsch Fahrzeugtechnik Werkstatt & Autovermietung
9275,Einrichtungshaus Weber GmbH & Co. KG
9276,Birger Henry
9277,Timo Hardardt
9278,Jonas Hudel
9279,Gärtnerei Hohn GmbH & Co. KG
9280,Lösch GmbH
9281,Stefan Burgard
9282,Christoph  Weis
9283,Brandschutz-PS (Einzelfirma)
9284,Alexander Holzeimer
9285,Andreas Persch
9286,Schmitt GmbH
9287,Hotel Pfalzblick KG
9288,"Hotel Restaurant Rösselsquelle, Robert Dallmann"
9289,Waldhotel Felsentor GmbH
9290,Nadine Bolik
9291,Ralf Ewen
9292,Villa Vontenie
9293,BHW Ladestation
9294,S&D Blechtechnologie
9295,Daniela Kühn
9296,Volker Fischer
9297,Daniela  Kühn
9298,Frank van Koningsbruggen
9299,Harjeet Dr. Sandhu
9300,Weko Pharma GmbH
9301,Roland Farsch
9302,MoselCharge UG (haftungsbeschränkt)
9303,Elke Hank
9304,TAS Green Energy
9305,IT-HAUS GmbH
9306,Auto Kordel GmbH
9307,Martin Basten
9308,Andreas Klink-Bollig
9309,CUPS-IT GbR - Carsten und Phillip Stanusch
9310,Andre Rohlf
9311,Günter Igel
9312,Rainer  Bach
9313,Auto-Erz GmbH
9314,Christoph Düpont
9315,Anton  Feller
9316,Thomas Reget
9317,Werner  Reget
9318,Sarah Pizzardini
9319,Moersch - Elektro-Kältebau GmbH
9320,Autohaus Werner GmbH
9321,Elektro Benzmüller
9322,Hotel Erasmus
9323,Hotel Schneider am Maar GmbH
9324,Löhr Automobile Daun
9325,Frank Schmitz
9326,Sascha Rehnelt
9327,Gerolsteiner Brunnen
9328,Seehotel am Stausee GmbH
9329,Caritasverband Westeifel e.V.
9330,Uwe Klassen
9331,Auto Kloep
9332,Eifelville GmbH
9333,Autohaus Caspers
9334,Vulkanhotel balance & selfness Martina Berg e.K.
9335,Müller-Dynamic GmbH
9336,Hair Stylist Daum
9337,Wolfram Lunzius
9338,Herbert von Grotthuss
9339,Robert Lück
9340,Jan Strohe
9341,AP Licht GmbH
9342,Autohaus Krah GmbH
9343,Westerwald Automobile GmbH
9344,Wäller e-Charge GmbH
9345,Christian Pansold
9346,Nicole Ferdinand
9347,EDEKA Fuhrmann
9348,Autohaus Weissenfels GmbH
9349,Hans-Joachim Eggert Dienstleistungen (Einzelunternehmer)
9350,sz energy
9351,LIS Görgeshausen GmbH & Co. KG
9352,Karsten Heidger
9353,Ulrich Möbs
9354,Uli Kaiser Elektrotechnik
9355,Autohaus Schlotter GmbH
9356,Bernhard Diefenthal
9357,EMMA Workspace - Jessica Hewicker
9358,Matthias Wulff
9359,Kavy GmbH
9360,Auto Wüst GmbH
9361,EDEKA Osterkamp
9362,Carsten Jagnow
9363,Autohaus Kämpflein GmbH & Co. KG
9364,Theis EDL GmbH & Co. KG
9365,nwe Ingenieurgesellschaft mbH & Co. KG
9366,projektLIS
9367,GFW Energy e.K.
9368,Karl Bergisch GmbH & Co.KG
9369,Autohaus Karl Asbach GmbH
9370,CK krüger GmbH & CO. KG
9371,Robert Schmidt Hoch- Tief- Straßenbau GmbH
9372,Björn Krannich
9373,Riccardo Behr
9374,Tilman Kuhl-Seidel
9375,Oliver Neeb
9376,Lichttechnik Klassen GmbH & Co. KG
9377,Dennis Greveldinger
9378,Jan Eckhoff
9379,Peter Jonas
9380,Stadtwerke Merzig GmbH
9381,Immobiliengesellschaft im Holzhau GmbH & Co. KG
9382,Reitsportanlage Ballern
9383,Michael Meyer
9384,DSW GmbH
9385,Technische Werke der Gemeinde Losheim GmbH
9386,Auto Berni Gouverneur GmbH
9387,energis GmbH
9388,Jörg Kallass
9389,Holger Weyand
9390,Fitness-Treff-Orscholz GmbH
9391,Saarschleife Touristik GmbH & Co. KG
9392,Gemeinde Weiskirchen
9393,KEW Kommunale Energie- und Wasserversorgung AGinfo@kew.de
9394,Q4 Invest Grundbesitz-Entwicklung GmbH & Co. KG
9395,"Scherer GmbH & Co. KG, Homburg"
9396,"Litzelholzener Dachstrom, Personenges."
9397,AWP Service GmbH
9398,Nico Haberer
9399,Sascha  Mayer
9400,Energie SaarLorLux AG
9401,Stefan Schadick
9402,Auto-Zentrum Schwinn GmbH & Co. KG
9403,Detlef Feisst
9404,Christian Gierend
9405,Stadtwerke Völklingen Vertrieb GmbH
9406,Precision Hotels GmbH - Hotel Mercure Saarbrücken City
9407,STEAG Technischer Service GmbH
9408,Autohaus Scherer GmbH & Co. KG
9409,WD Kommunikationsgeräte Wagner Dieter GmbH
9410,Boeck Marion
9411,Nekras Fekir
9412,"Prof. Dr. Dr. hc. mul.t A. W. Scheer, c/o THS GmbH"
9413,Frank Hewer
9414,Woll Maschinenbau GmbH
9415,Fabian München
9416,Thorsten Sokoll
9417,Auto Dincher GmbH
9418,Kehl Photovoltaik Einzelunternehmen
9419,Stadtwerke Sulzbach Saar GmbH
9420,TÜV Saarland e.V.
9421,Dominic Thomé
9422,Fynn Würtz
9423,IB Theis & Frank
9424,Auto Fixemer GmbH
9425,KFZ Sachverständiger Thomas Arndt Einzelunternehmen
9426,Klaus Kasper
9427,Marco Schmitt
9428,Maurice Horn
9429,Michael  Ewen
9430,Andrzej Gonsior
9431,Jörg Geibel
9432,Gas- und Wasserwerke Bous-Schwalbach GmbH
9433,Stadtwerke Saarlouis GmbH
9434,Isabell De Saedeleer
9435,Friedrich
9436,Oliver Winter
9437,Stadtwerke Dillingen/Saar GmbH
9438,Architektur- und Sachverständigenbüro
9439,Dieter Klein
9440,Isabell Jung
9441,Stefan Nagel
9442,Gemeindewerke Wadgassen GmbH
9443,Stefan Comtesse
9444,KSW Betriebs gmbh
9445,Philipp Römmert Einzelunternehmen
9446,Kommunale Dienste Überherrn
9447,Gemeinde Überherrn
9448,Andreas Bach
9449,FAMIS GmbH
9450,Dennis Weiler
9451,Manfred Kade
9452,Rainer Tinnes
9453,Autohaus Lydorf GmbH
9454,Nico'sFahrschule &Bustouristik GmbH & Co.KG
9455,Biosphären Stadtwerke GmbH & Co. KG
9456,Andreas  Sanchez Haselberger
9457,Susanne  Steffen
9458,Patrick Bubel
9459,Gastro-Konzept Trösch GmbH
9460,SMARTY Cologne Uptown GmbHKib
9461,Stadtwerke Homburg GmbH
9462,Frank Billert
9463,Michael Reinstädtler
9464,Michal Srutek
9465,Autohaus Groh Blieskastel
9466,Berberich Torsten e.K. (EDEKA Berberich)
9467,Stadtwerke Bliestal GmbH
9468,Knauber Vermögen- und Verwaltungs GmbH
9469,Matthias Kempen
9470,Michael Dietrich
9471,Stadtwerke Bexbach GmbH
9472,Gemeindewerke Kirkel GmbH
9473,Autohaus Albrecht
9474,Hendrik Preis
9475,Susa-design Raumgestaltung
9476,SSW-Stadtwerke St. Wendel GmbH & Co. KG
9477,Landgasthof Paulus & Der Laden
9478,Marco Strack
9479,Seehotel Weingärtner Nohfelden-Bosen
9480,Elektro Jäckel GmbH & Co.KG
9481,Sabrina Federkeil
9482,Hotel an der Oper Chemnitz GmbH
9483,eins energie in sachsen GmbH & Co. KG
9484,HÖRMANN Holding GmbH & Co. KG
9485,Energiegenossenschaft Chemnitz Zwickau eG
9486,Chemnitzer Siedlungsgemeinschaft eG
9487,Auto Center Nord GmbH
9488,DI Hotel Chemnitz Nr. 30 GmbH & Co. KG  Co/56 Chemnitz
9489,Peter Fisch
9490,Volkswagen Automobile Chemnitz GmbH
9491,Thomas Stoeckigt
9492,Xebtec Handels GmbH & Co. KG
9493,AUTO POINT GmbH
9494,Autohaus Weinhold GmbH
9495,Kamps Sportwagenzentrum Chemnitz GmbH & Co. KG
9496,Ladefix Wolfram Cüppers Einzelunternehmen
9497,Ladeloewe GmbH
9498,EEG Curiestrasse GbR
9499,AreaCharge GmbH
9500,Dr. Kupfer und Sohn GbR
9501,Autohaus Melkus GmbH
9502,Hotel Restaurant Cafe “Zur Talsperre”
9503,Frischemarkt König e.K.
9504,Holger Wehner
9505,Ronny Därr
9506,Thomas Schmidt
9507,Roger Lohs
9508,Autohaus Hübsch GmbH
9509,Katholische Pfarrei Heilige Mutter Teresa Chemnitz
9510,Jan Rudolph
9511,Philipp Winkler
9512,Solarbetrieb Regina und Bernhard Herrmann (GbR)
9513,Ladelöwe GmbH
9514,AC Chemnitz GmbH
9515,Stefanie Zeidler
9516,Autohaus Dresden GmbH
9517,VGRDD GmbH
9518,Horst Bohmann Entsorgung GmbH
9519,Handelshof Riesa GmbH
9520,Macrander Hotels GmbH & Co.KG
9521,RBG Runte GmbH & Co KG
9522,Autostrom Einert GmbH & Co. KG
9523,Ev.-Luth. Diakonissenanstalt Dresden e.V.
9524,Handwerkskammer Dresden
9525,Auto Müller & Sohn OHG
9526,AEDES
9527,Gunnar Dietze
9528,Scherer Sportwagen GmbH & Co. KG - Dresden
9529,AIS Dresden GmbH
9530,Fahrrad XXL Emporon GmbH & Co.KG
9531,Autohaus Heider GmbH
9532,Tischlerei Kromp
9533,Autohaus Faust GmbH
9534,Bianca Völkel
9535,Mathias Müller
9536,Dresden Riff
9537,ITEC Consutling
9538,datom GmbH
9539,Meißener Stadtwerke GmbH
9540,Adrian Glöckner Automobile GmbH
9541,VG Verbrauchergemeinschaft für umweltgerecht erzeugte Produkte eG
9542,CooolCase GmbH
9543,Peltzer Premium Food KG
9544,Landhotel Dresden
9545,CrossFit DD
9546,Reinhard Griephan e.K.
9547,PARKHOTEL EVENTS GmbH & Co. OHG
9548,Hendrik Nötzold
9549,Paul Ilgen
9550,Tobias Hauke
9551,Autohaus Wojciech e.K.
9552,City Concept Leipzig GmbH
9553,agile accelerator GmbH
9554,Automobilzentrum Leipzig GmbH
9555,LPZ Parken & Energie GmbH
9556,Südliches Tor Service GmbH
9557,Auto-Schneider GmbH & Co. KG
9558,Frischemarkt Potrzebski e. K.
9559,Porsche Niederlassung Leipzig GmbH
9560,Jens Meyer
9561,Mike Flieher
9562,Volkswagen Automobile Leipzig GmbH
9563,Matthias Metsch
9564,CYX mobile KG
9565,Werkstatt West - Leja & Platz GbR
9566,BWH Hotel Group Central Europe GmbH
9567,Kuhn Systemhaus
9568,Lebensmittelhandel Yildiz
9569,W+S Sanitärtechnik
9570,Marc Hanselmann
9571,Udo Schneider
9572,Autohaus Burkard GmbH
9573,Autopark Ost Fichtner GmbH
9574,Autohaus Müller Leipzig GmbH
9575,Jens Vater
9576,Auerbach Verlag und Infodienste GmbH
9577,INU
9578,Ambulanter Pflegedienst Angelika Müller e.K.
9579,IuG Verwaltung GmbH
9580,Goldbeck Nordost GmbH
9581,Unternehmensberatung Enghardt Einzelunternehmen
9582,Frequenz Elektro GmbH
9583,Freiherr von Maltzahn
9584,Andreas Mauksch
9585,Autohaus Franke GmbH & Co.KG
9586,Autohaus Franke GmbH & Co. KG Radeberg
9587,Silvio Landrock
9588,Ronge Beteiligungs GmbH
9589,Autohaus Philipp GmbH & Co. KG
9590,Hotel & Restaurant Waldblick GmbH
9591,Autohaus Franke GmbH & Co. KG Pulsnitz
9592,Oliver Menzel
9593,TRUMPF Sachsen SE
9594,Ilona Heinrich
9595,Kathleen Zober
9596,Ralf-Peter Zober
9597,ewag kamenz Energie und Wasserversorgung AG Kamenz
9598,TG Autohandels GmbH
9599,Marco und Marcel Eyke oHG
9600,Autohaus Elitzsch GmbH
9601,Reinhard Strauß
9602,Accumotive GmbH & Co. KG
9603,HSI-Schmorkau
9604,Autohaus Hörig GmbH
9605,Autohaus Kiethe OHG
9606,Beteiligungs- und Betriebsgesellschaft Bautzen mbH
9607,Mario Hanke
9608,Ronny Winter
9609,AKF Fahrzeugteile GmbH
9610,Autohaus Bautzen Ost GmbH
9611,Autohaus Bernhard Matticzk GmbH
9612,Autohaus Ruffert GmbH
9613,Autohaus Voigt Hochkirch GmbH & Co KG
9614,Ski- und Laufsportladen
9615,VAAL Autohaus Lauermann GmbH
9616,Ferienappartements LANDROMANTIK
9617,Gemeinde Neschwitz
9618,Versorgungsbetriebe Hoyerswerda GmbH
9619,Andre Wieciers
9620,Hagen Grasemann
9621,Kfz-service Stephan Polk
9622,Simone Tracht
9623,Karosserieinstandsetzung A. Nickus
9624,Thomas Matelicz
9625,Autohaus Elter GmbH
9626,Bathow Dach GmbH
9627,Auto-Leonhardt GmbH
9628,Stadtwerke Schneeberg GmbH
9629,Fernwärmeversorgung der Stadt Lößnitz
9630,Autohaus Telke e.K.
9631,Daniel Benkert
9632,Autohaus Baumgärtel GmbH
9633,Bert Lorenz
9634,Wohnungsbaugesellschaft Eibenstock mbH
9635,Stadtwerke Schwarzenberg GmbH
9636,Gemeindeverwaltung Zschorlau
9637,Andrè Lackner Einzelunternehmen
9638,Erzgebirgische Krankenhaus- und Hospitalgesellschaft mbH
9639,Tischlerei Fenzl GmbH
9640,Nicole Lauckner (Einzelunternehmen)
9641,Auto Günther Inhaber Jörg Günther e.K.
9642,Sportpark Rabenberg e.V.
9643,Benjamin Schiller
9644,Christina  Martin
9645,Martin  Lehnert
9646,Marcel Baldauf
9647,K&W Informatik GmbH
9648,"LHT Land-, Hoch- und Tiefbau GmbH"
9649,Autohaus Illgen GmbH
9650,Lebenshilfe Stollberg e.V.
9651,FEN - Handels und Dienstleistungs GmbH
9652,Andreas Pfüller - Autohaus Stollberg e.K.
9653,Kai Todorowski
9654,Autohaus Thomas Rudolph GmbH
9655,WGO Oelsnitz/Erzgeb.
9656,Erik Trinks
9657,Jens Kaufmann
9658,Andreas Spielberg
9659,Schreinerei & Metallbau Wagner GmbH
9660,"Autohaus Krauss GmbH031980,,"
9661,Emobility East - Thomas Walther
9662,Bürger Energie Erzgebirge eG
9663,Autohaus Fleischer GmbH
9664,Gemeinde Gelenau
9665,Schmutzler Immobilien GbR
9666,Berghotel Greifensteine
9667,Andre Obst
9668,SolarStromAnlagen S. Rösch
9669,FLEXIVA automation & Robotik GmbH
9670,Stadtwerke Annaberg-Buchholz Energie AG
9671,Autohaus Seifert GmbH
9672,JENS WEISSFLOG APPARTEMENTHOTEL GmbH & Co.KG
9673,Schlettau-Online - Sven Ziller
9674,Renault Autohaus Lingenauer Betriebs- GmbH
9675,Energieversorgung Marienberg GmbH
9676,Marco Feller
9677,Autohaus Stülpner und Kaden OHG
9678,Förderverein Natura Miriquidica e.V.
9679,Hotel Waldesruh - Einzelfirma
9680,Der Scheibendoc
9681,Stülpner & Kaden OHG
9682,Volksbank Mittleres Erzgebirge eG
9683,Seiroba GmbH - Erlebniswelt Seiffen
9684,Neukauf Verbrauchermarkt GmbH
9685,Mertsch-Web
9686,Autohaus Löbau GmbH
9687,Pension Fadernaast
9688,Autohaus Löbau
9689,H.-J. Paul Fahrzeuge GmbH u Co
9690,Stadtwerke Pirna Energie GmbH
9691,Tom Umbreit
9692,Stadtwerke Zittau GmbH
9693,Ploucquet GmbH
9694,Energieerzeugung
9695,Autohaus Olaf Havlat e.K.
9696,Michael Lutter
9697,Nicole Lubach e.K.
9698,SeeCamping Zittauaer Gebirge oHG
9699,Mario Kretzschmar
9700,Stadtwerke Görlitz AG
9701,Hotel Tuchmacher GmbH & Co. KG
9702,Steffen Wittig
9703,ABB Autohaus Görlitz GmbH
9704,Carsten Poost
9705,Uwe Günzel
9706,Stadtwerke Niesky GmbH
9707,Robert Schulze e.K.Robert
9708,Thomas Katzer
9709,Tino Rackel
9710,Matthias Knebel
9711,Stadtwerke Weißwasser GmbH
9712,Horn & Seifert GmbH
9713,Hotel am Schlossbrunnen
9714,Stadtverwaltung Markkleeberg
9715,Die Leipziger Immobilien GmbH
9716,Ronny Thomas
9717,Dietmar Böhme
9718,Autohaus Quesitz GmbH
9719,Gemeinde Borsdorf
9720,M&I Uhlitzsch GbR Photovoltaik
9721,EG Heimann/ Heimann GbR
9722,AMB Automobile Borna GmbH
9723,Autohaus Schulze GmbH
9724,KSV Immobilien Projekt GmbH
9725,Städtische Werke Borna GmbH
9726,Autowaschpark B&M OHG
9727,neoterix GmbH
9728,Mathias Gerhardt
9729,Ina Müller
9730,Mark Wegewitz
9731,Baustoffhandel und Baumarkt Dolsenhain GmbH u.Co.KG
9732,Dirk Gerhardt
9733,San-Tech Gebäudemanagement GmbH
9734,Jens Nitschke
9735,Autohaus Muldental GmbH Grimma
9736,Jens Kohls
9737,Autohaus Liemert e.K.
9738,Eva Riedel
9739,Georg Maas
9740,Heiko Jähne
9741,Autohaus Müller Wurzen GmbH
9742,Ökotec-Biogas Verwaltungs-GmbH
9743,EMS Elektro- & Klimatechnik GmbH
9744,Autohaus im Geiseltal
9745,Autohaus Jentzsch GmbH
9746,WUTRA Fördertechnik GmbH
9747,Michael  Wagenhaus
9748,Geo4mation GmbH
9749,epeg Energieplanung
9750,Graupner GmbH
9751,Stadtwerke Elbtal GmbH
9752,Restaurant Dampfschiff GmbH & Co. KG
9753,Susann Strobach
9754,Autohaus Wachtel Einzelunternehmen
9755,Arbeitsschutz Brandschutz Menzel
9756,ESAM Energieservice und Arealmanagement GmbH
9757,Reiner Engelhardt
9758,Autohaus Faust Coswig GmbH
9759,Schmidt - Ihr Ausstatter e.K.
9760,David Hampel
9761,Prinz zur Lippe GmbH & Co. KG
9762,Mathias Diesner
9763,XL mobile GmbH
9764,Autohaus Lassotta GmbH
9765,REEG Regenerative Energien GmbH
9766,Buchsteiner
9767,Claudia Keller
9768,Mai GmbH
9769,Wolfgang Hübner
9770,Hotel Weiße Taube
9771,StrockenWind GmbH & Co KG
9772,MK Döbeln GmbH
9773,Autohaus Döbeln GmbH
9774,Stadtwerke Döbeln GmbH
9775,"Pension Unikum, Inh. Anja Hoffschmidt"
9776,Auto-Köhler GmbH
9777,EGH Hartha GmbH
9778,Gerry Ditscher
9779,SEDHo GmbH
9780,Manuela Schleith
9781,BAB Tank- und Rastanlage Auerswalde Süd GmbH & Co. KG
9782,Ana Lilia Garza Rosado
9783,Autohaus Fischer GmbH & Co. KG
9784,Mario Möbius
9785,Maximilian Steinert Einzelunternehmer
9786,Franke Automobile GmbH & Co.KG
9787,Stadtwerke Freiberg AG
9788,Hotel Freyhof
9789,WirMachenEnergie eG
9790,Wohnungsgenossenschaft Freiberg eG
9791,Deutsches Brennstoffinstitut Vermögensverwaltungs-GmbH
9792,Franke Automobile GmbH & Co. KG
9793,Christian Schier
9794,Yoo GmbH
9795,Seat Autohaus Himpel GmbH
9796,Autohaus Dittmar Mäke
9797,Autohaus Stephan Kaden GmbH
9798,Saydaer Energie Werke GmbH
9799,Saydaer Energiewerke GmbH
9800,SSS Energietechnik und Netzservice GmbH
9801,Bodo Richter
9802,Leonhard Zintl
9803,sasto objekt Einzelunternehmen
9804,Automobile Werner Handel und Service GmbH
9805,Olaf Opp
9806,Dirk Bermuth
9807,Frische Erleben UG (haftungsbeschränkt)
9808,ATM Reparaturzentrum Inh. Dietmar Müller
9809,Autohaus Schwenzer GmbH
9810,Fotobox Leipzig
9811,Stefan Mau
9812,David Hildebrandt
9813,Stadtwerke Schkeuditz GmbH
9814,Georgi Handling GmbH & Co. KG0
9815,Projektil Media Solutions
9816,Hotel Zum Weissen Ross
9817,Patrick Richter
9818,Willibald Müller GmbH
9819,Schenkenberger Hof GmbH & Co. KG
9820,JEV-Solar
9821,Caralux LED- und Neonlichttechnik GmbH
9822,Pfendt
9823,Service- und Vertriebsges. der Kreishandwerkerschaften mbH
9824,Autohaus Hirth GmbH
9825,Autohaus Müller Eilenburg GmbH
9826,Sylvia Praters
9827,K&S - Dr. Krantz Sozialbau und Betreuung SE & Co. KG
9828,Waschbär Schkeuditz Drischmann & Richardt oHG
9829,Stadtwerke Torgau GmbH
9830,AH Kühne Torgau
9831,Auto Center Torgau GmbH
9832,Moritz-Ost Elektro GmbH
9833,Matthias Kratzsch
9834,Gasdrive Technologies GmbH
9835,Freitaler Stadtwerke GmbH
9836,versando GmbH & Co. KG
9837,Autohaus Wilsdruff Inh. Michael Creutz e.K.
9838,Jan Brückner
9839,Autohaus Godzik OHG
9840,Franz Haußwald
9841,Tony Clausnitzer e.K.
9842,Autohaus CBM
9843,Autohaus Liliensiek GmbH
9844,Autohaus Rettberg GmbH
9845,Stan Linke
9846,Auto Zimmermann GmbH
9847,Designhotel Laurichhof
9848,Hotel Zur Post
9849,Autohaus Adler GmbH & Co. KG
9850,SUSA S. Sauer GmbH & Co. KG
9851,Dogma Tiernahrung GmbH
9852,Taxi König
9853,"Felix Zschoge, Einzelunternehmen"
9854,QUARTIER 5  Der Landgasthof in Gohrisch
9855,KWE Königstein GmbH
9856,Uwe Ehlert
9857,Aron Zedler
9858,Frank Neumann
9859,Stefan Lösch
9860,Bio Bäckerei Spiegelhauer OHG
9861,Gasthof Hertigswalde
9862,WEKA Ladestation
9863,Robby Pahlke
9864,Autohaus Meinhold GmbH
9865,Stadtwerke Reichenbach Vogtland GmbH
9866,Autohaus Strobel OHG
9867,Christian Enders
9868,Marcus Klug
9869,Nils Geiler
9870,Autohaus Kühnert GmbH & Co. KG
9871,Grundstücksgemeinschaft Sören und Steve Wagner GbR
9872,Autohaus Schüler & Co GmbH
9873,Elektro - Enders
9874,Autohaus Bauer GmbH
9875,Uwe Kusser
9876,Hager und Penzel GmbH
9877,Steudemann GmbH
9878,Andreas Meissner e.K.
9879,AV Germania Markneukirchen e.V.
9880,Fa. Jan Hager
9881,Electric ELB Gebäudetechnik GmbH
9882,Solartec
9883,ACC AutoCentrum Carl GmbH
9884,MHG LIS
9885,Parkhotel Plauen
9886,Stadtwerke - Strom Plauen GmbH & Co. KG
9887,Wolfgang Schmidt OHG
9888,Scholz Fahrzeugteile GmbH
9889,Sparkasse Vogtland (Anstalt des öffentlichen Rechts)
9890,HF Immobilien Plauen GmbH
9891,Jörg Sammler
9892,Autohaus Maul & Hoyer GmbH
9893,Burkhard und Juliane Fuchs - Photovoltaik GbR
9894,Stadtwerke OELSNITZ/V. GmbH
9895,Frank Müller
9896,Tim Renner
9897,Zwickauer Energieversorgung GmbH
9898,Audi Zentrum Zwickau GmbH
9899,Ulf-Michael Nützel
9900,Dröschler Werkstattausrüstung GmbH
9901,"Autohaus Seidel, Steffen Seidel e.K."
9902,CM Immobilien
9903,"Volkswagen Sachsen GmbH, Werk Zwickau"
9904,Autohaus Joachim Huster GmbH
9905,Torsten Springer
9906,DELTA Steuerberatungsgesellschaft mbH & Co. KG
9907,Tom Thieme
9908,Auto Huster GmbH
9909,Jörg Eißmann
9910,Sven Deckert
9911,Autohaus Rudi Seidel Inhaber Matthias Seidel e.K.
9912,Stadtwerke Glauchau Dienstleistungsgesellschaft mbH
9913,Marlies Annemarie Flemming
9914,Thomas Kubbe
9915,Autohaus Zwingenberger
9916,Heiko Kästner
9917,Stadtwerke Meerane GmbH
9918,Sören  Tetzner
9919,Stadtwerke Werdau GmbH
9920,SOERENDANIEL DESIGNAGENTUR
9921,P-Systems GmbH
9922,Mike Röseler
9923,Heiko Buschbeck
9924,Andre Gersch
9925,BplusL Infra Log GmbH
9926,Karin Simone Wenzel
9927,Albani-Elektronik
9928,Kristin Günther
9929,DVV Dessauer Versorgungs- und Verkehrsgesellschaft mbH
9930,Autopark Meinecke
9931,Andreas  Neutsch
9932,Stadtsparkasse Dessau
9933,Danilo Mielniczek
9934,Autohaus Schandert GmbH
9935,Elbterrassen zu Brambach
9936,EVH GmbH
9937,USV Sportverein e.v
9938,Bauverein Energie & Service GmbH
9939,ASA Autohaus GmbH
9940,Autohaus Huttenstrasse GmbH
9941,GISA GmbH
9942,Autohaus Richter GmbH
9943,Autohaus Dietmar Ufer
9944,Saalesparkasse Halle
9945,Autohaus Kubik GmbH Co. KG
9946,Autohaus Stoye GmbH & Co.KG
9947,Autohaus Stoye GmbH&Co. KG
9948,Schnellladestation S.HG E-Tankstelle
9949,Autocenter Leipzig-Halle GmbH
9950,DiT Halle GmbH
